4532035,38.2824445553716,-76.6293467807289
8744051,36.8575545219546,-78.3882500592256
8672183,36.6783579323381,-79.5943056109536
8607767,37.2636979265733,-77.9890061875389
8574603,37.8424150025911,-78.1592342700494
8723691,36.9691963823496,-77.5736547010679
8674929,36.6332747424702,-80.244308375807
4506604,39.0691480396845,-77.6833633272651
5907343,38.5648858805535,-79.0938036464228
8711881,36.875060147635,-79.2704620762135
22338829,38.8444699314258,-77.4596766810337
8075752,39.1293559279598,-75.5019638428356
8492752,37.987939306516,-77.2405194495763
8492900,37.965832029996,-77.4129422416587
11905624,39.2165259631882,-76.9077079397456
12059294,37.4854776531765,-75.8000558113032
10057946,36.8576678595641,-76.3399115482329
10057944,36.8566212367642,-76.3332355905312
12059292,37.4806395843925,-75.8027309153226
8625739,37.176747916306,-79.9484715623115
5908091,38.4603629566442,-78.5845904443506
5895612,39.2911538724494,-78.2289634599667
8074258,39.3239349514373,-75.5680817717839
10054952,36.7547739763652,-76.6023577313841
8720393,37.0830130694031,-78.2000208179895
5896044,39.1198736475773,-78.1007210291039
8611111,37.2604071836872,-78.3881048315664
5909195,38.0272121792532,-79.0694078668582
8712583,36.7690861463813,-79.2381371853858
8672205,36.6739470522872,-79.5921507660545
4508544,38.9742389990383,-77.6537853211024
8520499,38.3299506252758,-79.645938502303
10460639,36.5934763503233,-76.7447318175794
27612306,37.6180510317186,-77.4193115492431
8648362,37.0580128714291,-78.6727006883861
8712271,36.8128794852585,-79.3522043166828
4528221,38.5595153135757,-76.8513791926206
8077588,38.9239010983419,-75.4078251628222
8419254,39.3237893257816,-78.820647636829
8422128,38.8591576806103,-79.4306155537101
9406178,39.0242376662192,-75.8844794592465
8524263,37.8072673226052,-80.0703724208107
11584440,36.8817827832496,-76.9277094257277
4506224,39.1281009651601,-77.3407713703028
8710621,36.7839152325258,-78.9157839580699
22339095,38.7981244550477,-77.0798629978015
11691408,39.3546245471492,-77.0145037817291
8723653,36.9773571572733,-77.5723995640839
4769450,38.7701567715948,-76.18318325129
11688986,39.3543624077985,-76.9990600338166
8492916,37.9597050771462,-77.4102444461857
22338051,38.708174368341,-76.9527264247806
8376263,39.0560396407955,-76.5523826871585
8610583,37.3215582257091,-78.1343343101863
8520503,38.2922010770609,-79.4627052872154
22340585,38.7972965167057,-77.077469953467
8520501,38.2996921165938,-79.7378440658884
8466745,38.4624354955245,-77.9640871597955
